# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=0
# stan_version_patch=0
# data=models/bugs_examples/vol1/blocker/blocker.Rdata
# init=random initialization
# append_samples=0
# seed=1336062631
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,d,sigmasq_delta,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,delta.1,delta.2,delta.3,delta.4,delta.5,delta.6,delta.7,delta.8,delta.9,delta.10,delta.11,delta.12,delta.13,delta.14,delta.15,delta.16,delta.17,delta.18,delta.19,delta.20,delta.21,delta.22,sigma_delta
-5922.04,4,-0.176992,0.00548117,-2.48768,-2.70193,-1.76382,-2.33879,-2.62964,-2.61716,-1.70392,-2.16444,-2.03195,-2.31405,-2.34435,-1.49956,-3.27456,-2.78881,-1.48418,-1.489,-2.08451,-2.9354,-2.82191,-1.34531,-2.07192,-2.57796,-0.353291,-0.108671,-0.103101,-0.231513,-0.189274,-0.204796,-0.387479,-0.234915,-0.245412,-0.209065,-0.148738,-0.179248,-0.165019,-0.145803,-0.0569739,-0.0906563,-0.0650084,-0.211324,-0.0651162,-0.299949,-0.142701,-0.901701,0.0740349
-5922.04,4,-0.176992,0.00548117,-2.48768,-2.70193,-1.76382,-2.33879,-2.62964,-2.61716,-1.70392,-2.16444,-2.03195,-2.31405,-2.34435,-1.49956,-3.27456,-2.78881,-1.48418,-1.489,-2.08451,-2.9354,-2.82191,-1.34531,-2.07192,-2.57796,-0.353291,-0.108671,-0.103101,-0.231513,-0.189274,-0.204796,-0.387479,-0.234915,-0.245412,-0.209065,-0.148738,-0.179248,-0.165019,-0.145803,-0.0569739,-0.0906563,-0.0650084,-0.211324,-0.0651162,-0.299949,-0.142701,-0.901701,0.0740349
-5922.04,4,-0.176992,0.00548117,-2.48768,-2.70193,-1.76382,-2.33879,-2.62964,-2.61716,-1.70392,-2.16444,-2.03195,-2.31405,-2.34435,-1.49956,-3.27456,-2.78881,-1.48418,-1.489,-2.08451,-2.9354,-2.82191,-1.34531,-2.07192,-2.57796,-0.353291,-0.108671,-0.103101,-0.231513,-0.189274,-0.204796,-0.387479,-0.234915,-0.245412,-0.209065,-0.148738,-0.179248,-0.165019,-0.145803,-0.0569739,-0.0906563,-0.0650084,-0.211324,-0.0651162,-0.299949,-0.142701,-0.901701,0.0740349
-5914.69,3,-0.184956,0.00577649,-2.52821,-2.67104,-1.83389,-2.39047,-2.64988,-2.39808,-1.58986,-2.12517,-1.92126,-2.20203,-2.23899,-1.49587,-3.20543,-2.78899,-1.40824,-1.63919,-2.04982,-2.87339,-2.87619,-1.38998,-2.15555,-2.66774,-0.196483,-0.150285,-0.16655,-0.263721,-0.230608,-0.214201,-0.440862,-0.127739,-0.14953,-0.206861,-0.181204,-0.199828,-0.208834,-0.0610247,-0.250999,-0.253271,-0.176959,-0.184435,-0.164183,-0.337675,-0.165891,-0.779974,0.0760032
-5917.63,4,-0.241221,0.00553362,-2.53207,-2.63742,-1.80563,-2.29822,-2.56561,-2.41701,-1.66448,-2.14825,-1.97243,-2.23519,-2.22077,-1.46948,-3.21316,-2.8741,-1.42694,-1.53913,-2.07535,-2.80788,-2.92296,-1.24784,-2.04363,-2.74273,-0.251483,-0.238268,-0.122614,-0.224546,-0.253474,-0.194472,-0.429771,-0.05595,-0.133861,-0.221182,-0.249217,-0.220265,-0.225344,-0.0594923,-0.258763,-0.276477,-0.210663,-0.169037,-0.130619,-0.353257,-0.242314,-0.778443,0.0743883
-5919.51,4,-0.201973,0.00537993,-2.50808,-2.60292,-1.71654,-2.37118,-2.55465,-2.41262,-1.67892,-2.08853,-1.87767,-2.26671,-2.26323,-1.49921,-3.13406,-2.86738,-1.43422,-1.57768,-1.96799,-2.86974,-2.92035,-1.23791,-2.03582,-2.70545,-0.237934,-0.213177,-0.129507,-0.218923,-0.294323,-0.17002,-0.430116,-0.0584041,-0.167754,-0.180516,-0.224156,-0.156327,-0.1695,-0.114179,-0.206162,-0.326955,-0.115784,-0.282211,-0.0743195,-0.184652,-0.178529,-0.755929,0.073348
-5919.51,3,-0.201973,0.00537993,-2.50808,-2.60292,-1.71654,-2.37118,-2.55465,-2.41262,-1.67892,-2.08853,-1.87767,-2.26671,-2.26323,-1.49921,-3.13406,-2.86738,-1.43422,-1.57768,-1.96799,-2.86974,-2.92035,-1.23791,-2.03582,-2.70545,-0.237934,-0.213177,-0.129507,-0.218923,-0.294323,-0.17002,-0.430116,-0.0584041,-0.167754,-0.180516,-0.224156,-0.156327,-0.1695,-0.114179,-0.206162,-0.326955,-0.115784,-0.282211,-0.0743195,-0.184652,-0.178529,-0.755929,0.073348
-5919.51,4,-0.201973,0.00537993,-2.50808,-2.60292,-1.71654,-2.37118,-2.55465,-2.41262,-1.67892,-2.08853,-1.87767,-2.26671,-2.26323,-1.49921,-3.13406,-2.86738,-1.43422,-1.57768,-1.96799,-2.86974,-2.92035,-1.23791,-2.03582,-2.70545,-0.237934,-0.213177,-0.129507,-0.218923,-0.294323,-0.17002,-0.430116,-0.0584041,-0.167754,-0.180516,-0.224156,-0.156327,-0.1695,-0.114179,-0.206162,-0.326955,-0.115784,-0.282211,-0.0743195,-0.184652,-0.178529,-0.755929,0.073348
-5917.45,5,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,5,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,5,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,3,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,5,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,3,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,3,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,5,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,5,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,2,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.45,4,-0.191422,0.00531193,-2.43737,-2.54261,-1.83013,-2.35667,-2.59583,-2.34179,-1.69628,-2.05664,-1.88145,-2.34828,-2.34408,-1.56194,-3.07747,-2.77932,-1.49294,-1.49216,-2.01652,-2.85413,-2.86714,-1.28484,-1.96136,-2.77928,-0.195661,-0.227146,-0.146427,-0.224825,-0.232994,-0.168377,-0.454373,-0.0905272,-0.161204,-0.116305,-0.237407,-0.135633,-0.172246,-0.191636,-0.167742,-0.279599,-0.175395,-0.399496,-0.167162,-0.151466,-0.263029,-0.717533,0.072883
-5917.37,4,-0.21851,0.00559931,-2.28289,-2.52683,-1.76489,-2.38415,-2.6376,-2.31307,-1.70025,-2.08287,-1.82287,-2.35307,-2.37912,-1.45773,-3.04145,-2.74257,-1.52693,-1.5051,-1.95459,-2.88489,-2.86964,-1.28586,-2.04951,-2.83308,-0.236223,-0.237423,-0.203401,-0.243359,-0.224496,-0.248827,-0.427105,-0.0313488,-0.146797,-0.191285,-0.155201,-0.13584,-0.189165,-0.192461,-0.123873,-0.273069,-0.200215,-0.38202,-0.142223,-0.282388,-0.278209,-0.7515,0.0748285
-5916.36,5,-0.230542,0.00622442,-2.30271,-2.45487,-1.77698,-2.37531,-2.63726,-2.29772,-1.66527,-2.11661,-1.89971,-2.40974,-2.4372,-1.36422,-2.97197,-2.73284,-1.53677,-1.49456,-1.95511,-2.85856,-2.94499,-1.26606,-2.05343,-2.94612,-0.138608,-0.302433,-0.22767,-0.254356,-0.257467,-0.29784,-0.474708,-0.0782894,-0.226577,-0.241042,-0.206147,-0.148315,-0.248655,-0.120818,-0.136187,-0.278033,-0.258498,-0.241074,-0.156381,-0.301933,-0.284587,-0.684415,0.078895
-5916.36,4,-0.230542,0.00622442,-2.30271,-2.45487,-1.77698,-2.37531,-2.63726,-2.29772,-1.66527,-2.11661,-1.89971,-2.40974,-2.4372,-1.36422,-2.97197,-2.73284,-1.53677,-1.49456,-1.95511,-2.85856,-2.94499,-1.26606,-2.05343,-2.94612,-0.138608,-0.302433,-0.22767,-0.254356,-0.257467,-0.29784,-0.474708,-0.0782894,-0.226577,-0.241042,-0.206147,-0.148315,-0.248655,-0.120818,-0.136187,-0.278033,-0.258498,-0.241074,-0.156381,-0.301933,-0.284587,-0.684415,0.078895
-5915.71,3,-0.246556,0.00577686,-2.26791,-2.38747,-1.80489,-2.42825,-2.59483,-2.34833,-1.68965,-2.0988,-1.9917,-2.37047,-2.39003,-1.37082,-2.9001,-2.78524,-1.48533,-1.50048,-1.91614,-2.90918,-2.97707,-1.30686,-2.081,-2.9727,-0.0770786,-0.30874,-0.298148,-0.296613,-0.144957,-0.230509,-0.460817,-0.0553049,-0.288646,-0.24433,-0.256421,-0.229013,-0.313865,-0.0749747,-0.107406,-0.22887,-0.295484,-0.314822,-0.21299,-0.289291,-0.248253,-0.691973,0.0760057
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,5,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,3,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,3,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,5,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,4,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,6,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5913.02,5,-0.28615,0.00554601,-2.35609,-2.22816,-1.79193,-2.38482,-2.58729,-2.44172,-1.6675,-2.14526,-1.90182,-2.29811,-2.46332,-1.35178,-3.04812,-2.73683,-1.50113,-1.45005,-1.88452,-2.8929,-3.00599,-1.31288,-2.12455,-2.96439,-0.171199,-0.308869,-0.227874,-0.306917,-0.231823,-0.263675,-0.457825,-0.188747,-0.29471,-0.263551,-0.231286,-0.223521,-0.379314,-0.107265,-0.164577,-0.246493,-0.255724,-0.283137,-0.157254,-0.444369,-0.323686,-0.693109,0.0744715
-5917.34,2,-0.224963,0.00553458,-2.29463,-2.24911,-1.91208,-2.38277,-2.48712,-2.52951,-1.65326,-2.157,-1.7346,-2.29959,-2.42438,-1.37678,-2.9749,-2.70436,-1.39643,-1.47598,-1.86813,-2.92218,-3.01354,-1.24884,-2.11283,-2.9703,-0.0887487,-0.426694,-0.223846,-0.21733,-0.20183,-0.344755,-0.356623,-0.235571,-0.233879,-0.237029,-0.26644,-0.119437,-0.353432,-0.122941,-0.203379,-0.253383,-0.268314,-0.334901,-0.219393,-0.475778,-0.227784,-0.681622,0.0743948
-5917.34,4,-0.224963,0.00553458,-2.29463,-2.24911,-1.91208,-2.38277,-2.48712,-2.52951,-1.65326,-2.157,-1.7346,-2.29959,-2.42438,-1.37678,-2.9749,-2.70436,-1.39643,-1.47598,-1.86813,-2.92218,-3.01354,-1.24884,-2.11283,-2.9703,-0.0887487,-0.426694,-0.223846,-0.21733,-0.20183,-0.344755,-0.356623,-0.235571,-0.233879,-0.237029,-0.26644,-0.119437,-0.353432,-0.122941,-0.203379,-0.253383,-0.268314,-0.334901,-0.219393,-0.475778,-0.227784,-0.681622,0.0743948
-5917.34,4,-0.224963,0.00553458,-2.29463,-2.24911,-1.91208,-2.38277,-2.48712,-2.52951,-1.65326,-2.157,-1.7346,-2.29959,-2.42438,-1.37678,-2.9749,-2.70436,-1.39643,-1.47598,-1.86813,-2.92218,-3.01354,-1.24884,-2.11283,-2.9703,-0.0887487,-0.426694,-0.223846,-0.21733,-0.20183,-0.344755,-0.356623,-0.235571,-0.233879,-0.237029,-0.26644,-0.119437,-0.353432,-0.122941,-0.203379,-0.253383,-0.268314,-0.334901,-0.219393,-0.475778,-0.227784,-0.681622,0.0743948
